street_address,postal_code,latitude,longitude,link,page,num,address_locality,address_region,scrape_generated,link_new,is_same,property
36 Chapman St,15205,40.44305,-80.065506,https://www.trulia.com/p/pa/pittsburgh/36-chapman-st-pittsburgh-pa-15205--2014057862,37,7,Pittsburgh,PA,36 chapman st pittsburgh pa 15205,36 chapman st pittsburgh pa 15205,1,0
3100 Vernon Ave,15227,40.384167,-79.96704,https://www.trulia.com/p/pa/pittsburgh/3100-vernon-ave-pittsburgh-pa-15227--2014210382,37,8,Pittsburgh,PA,3100 vernon ave pittsburgh pa 15227,3100 vernon ave pittsburgh pa 15227,1,0
123 Westwood Ave,15209,40.498505,-79.96611,https://www.trulia.com/p/pa/pittsburgh/123-westwood-ave-pittsburgh-pa-15209--2014084557,37,9,Pittsburgh,PA,123 westwood ave pittsburgh pa 15209,123 westwood ave pittsburgh pa 15209,1,0
204 Holiday Park Dr,15239,40.47394,-79.71185,https://www.trulia.com/p/pa/pittsburgh/204-holiday-park-dr-pittsburgh-pa-15239--2014292577,37,10,Pittsburgh,PA,204 holiday park dr pittsburgh pa 15239,204 holiday park dr pittsburgh pa 15239,1,0
820 Berwin Ave,15226,40.395515,-80.01655,https://www.trulia.com/p/pa/pittsburgh/820-berwin-ave-pittsburgh-pa-15226--2014204708,37,11,Pittsburgh,PA,820 berwin ave pittsburgh pa 15226,820 berwin ave pittsburgh pa 15226,1,0
2013 Mount Troy Rd,15212,40.46964,-79.98227,https://www.trulia.com/p/pa/pittsburgh/2013-mount-troy-rd-pittsburgh-pa-15212--2014113346,37,12,Pittsburgh,PA,2013 mount troy rd pittsburgh pa 15212,2013 mount troy rd pittsburgh pa 15212,1,0
1556 W Ingomar Rd,15237,40.584915,-80.078766,https://www.trulia.com/p/pa/pittsburgh/1556-w-ingomar-rd-pittsburgh-pa-15237--2089366529,37,13,Pittsburgh,PA,1556 w ingomar rd pittsburgh pa 15237,1556 w ingomar rd pittsburgh pa 15237,1,0
811 Bayridge Ave,15226,40.39175,-80.02166,https://www.trulia.com/p/pa/pittsburgh/811-bayridge-ave-pittsburgh-pa-15226--2014204631,37,14,Pittsburgh,PA,811 bayridge ave pittsburgh pa 15226,811 bayridge ave pittsburgh pa 15226,1,0
1111 Marlane Dr,15227,40.392605,-79.96471,https://www.trulia.com/p/pa/pittsburgh/1111-marlane-dr-pittsburgh-pa-15227--2014205770,37,15,Pittsburgh,PA,1111 marlane dr pittsburgh pa 15227,1111 marlane dr pittsburgh pa 15227,1,0
136 McAlister Dr,15235,40.449226,-79.799835,https://www.trulia.com/p/pa/pittsburgh/136-mcalister-dr-pittsburgh-pa-15235--2014241930,37,16,Pittsburgh,PA,136 mcalister dr pittsburgh pa 15235,136 mcalister dr pittsburgh pa 15235,1,0
5416 Wolfe Dr,15236,40.34002,-79.97601,https://www.trulia.com/p/pa/pittsburgh/5416-wolfe-dr-pittsburgh-pa-15236--2014264425,37,17,Pittsburgh,PA,5416 wolfe dr pittsburgh pa 15236,5416 wolfe dr pittsburgh pa 15236,1,0
123 Shadow Ridge Dr,15238,40.529644,-79.85488,https://www.trulia.com/p/pa/pittsburgh/123-shadow-ridge-dr-pittsburgh-pa-15238--2014285623,37,18,Pittsburgh,PA,123 shadow ridge dr pittsburgh pa 15238,123 shadow ridge dr pittsburgh pa 15238,1,0
532 Rainier Dr,15239,40.467083,-79.71943,https://www.trulia.com/p/pa/pittsburgh/532-rainier-dr-pittsburgh-pa-15239--2014296291,37,19,Pittsburgh,PA,532 rainier dr pittsburgh pa 15239,532 rainier dr pittsburgh pa 15239,1,0
210 Elrose Dr,15237,40.541267,-80.032104,https://www.trulia.com/p/pa/pittsburgh/210-elrose-dr-pittsburgh-pa-15237--2014273869,37,20,Pittsburgh,PA,210 elrose dr pittsburgh pa 15237,210 elrose dr pittsburgh pa 15237,1,0
4047 Brandon Rd,15212,40.488964,-80.04201,https://www.trulia.com/p/pa/pittsburgh/4047-brandon-rd-pittsburgh-pa-15212--2014117549,37,21,Pittsburgh,PA,4047 brandon rd pittsburgh pa 15212,4047 brandon rd pittsburgh pa 15212,1,0
121 Nottingham Dr,15205,40.439808,-80.1319,https://www.trulia.com/p/pa/pittsburgh/121-nottingham-dr-pittsburgh-pa-15205--2014052883,37,22,Pittsburgh,PA,121 nottingham dr pittsburgh pa 15205,121 nottingham dr pittsburgh pa 15205,1,0
1110 S Negley Ave,15217,40.44752,-79.92861,https://www.trulia.com/p/pa/pittsburgh/1110-s-negley-ave-pittsburgh-pa-15217--2089361321,37,23,Pittsburgh,PA,1110 s negley ave pittsburgh pa 15217,1110 s negley ave pittsburgh pa 15217,1,0
133 Spruce Ct,15229,40.51065,-80.04338,https://www.trulia.com/p/pa/pittsburgh/133-spruce-ct-pittsburgh-pa-15229--2014224151,37,24,Pittsburgh,PA,133 spruce ct pittsburgh pa 15229,133 spruce ct pittsburgh pa 15229,1,0
1317 Sandusky St,15212,40.457462,-80.005264,https://www.trulia.com/p/pa/pittsburgh/1317-sandusky-st-pittsburgh-pa-15212--1141043965,37,25,Pittsburgh,PA,1317 sandusky st pittsburgh pa 15212,1317 sandusky st pittsburgh pa 15212,1,0
838 Highland Ave,15215,40.501373,-79.93852,https://www.trulia.com/p/pa/pittsburgh/838-highland-ave-pittsburgh-pa-15215--2014136382,37,26,Pittsburgh,PA,838 highland ave pittsburgh pa 15215,838 highland ave pittsburgh pa 15215,1,0
1043 Hastie Rd,15234,40.356564,-80.03118,https://www.trulia.com/p/pa/pittsburgh/1043-hastie-rd-pittsburgh-pa-15234--2014232738,37,27,Pittsburgh,PA,1043 hastie rd pittsburgh pa 15234,1043 hastie rd pittsburgh pa 15234,1,0
115 Dunbar Ave,15202,40.49374,-80.04674,https://www.trulia.com/p/pa/pittsburgh/115-dunbar-ave-pittsburgh-pa-15202--1005646007,37,28,Pittsburgh,PA,115 dunbar ave pittsburgh pa 15202,115 dunbar ave pittsburgh pa 15202,1,0
201 Montclair Ave,15229,40.522705,-80.03616,https://www.trulia.com/p/pa/pittsburgh/201-montclair-ave-pittsburgh-pa-15229--2014225281,37,29,Pittsburgh,PA,201 montclair ave pittsburgh pa 15229,201 montclair ave pittsburgh pa 15229,1,0
655 Horning Rd,15236,40.340694,-80.00609,https://www.trulia.com/p/pa/pittsburgh/655-horning-rd-pittsburgh-pa-15236--1005663522,38,0,Pittsburgh,PA,655 horning rd pittsburgh pa 15236,655 horning rd pittsburgh pa 15236,1,0
5488 Hays St,15206,40.470573,-79.92997,https://www.trulia.com/p/pa/pittsburgh/5488-hays-st-pittsburgh-pa-15206--1005349663,38,1,Pittsburgh,PA,5488 hays st pittsburgh pa 15206,5488 hays st pittsburgh pa 15206,1,0
366 Vanadium Rd,15243,40.369007,-80.08568,https://www.trulia.com/p/pa/pittsburgh/366-vanadium-rd-pittsburgh-pa-15243--2014309344,38,2,Pittsburgh,PA,366 vanadium rd pittsburgh pa 15243,366 vanadium rd pittsburgh pa 15243,1,0
3156 Shadeland Ave,15212,40.47485,-80.03171,https://www.trulia.com/p/pa/pittsburgh/3156-shadeland-ave-pittsburgh-pa-15212--2014115531,38,3,Pittsburgh,PA,3156 shadeland ave pittsburgh pa 15212,3156 shadeland ave pittsburgh pa 15212,1,0
185 Columbia Dr,15236,40.331646,-79.95478,https://www.trulia.com/p/pa/pittsburgh/185-columbia-dr-pittsburgh-pa-15236--2014257077,38,4,Pittsburgh,PA,185 columbia dr pittsburgh pa 15236,185 columbia dr pittsburgh pa 15236,1,0
833 Ridgefield Ave,15216,40.400322,-80.05309,https://www.trulia.com/p/pa/pittsburgh/833-ridgefield-ave-pittsburgh-pa-15216--2014145622,38,7,Pittsburgh,PA,833 ridgefield ave pittsburgh pa 15216,833 ridgefield ave pittsburgh pa 15216,1,0
1464 Kelton Ave,15216,40.394287,-80.03838,https://www.trulia.com/p/pa/pittsburgh/1464-kelton-ave-pittsburgh-pa-15216--2014139437,38,9,Pittsburgh,PA,1464 kelton ave pittsburgh pa 15216,1464 kelton ave pittsburgh pa 15216,1,0
6838 Alcoma Dr,15235,40.479824,-79.79966,https://www.trulia.com/p/pa/pittsburgh/6838-alcoma-dr-pittsburgh-pa-15235--2014252498,38,10,Pittsburgh,PA,6838 alcoma dr pittsburgh pa 15235,6838 alcoma dr pittsburgh pa 15235,1,0
565 Lucia Rd,15221,40.42499,-79.83654,https://www.trulia.com/p/pa/pittsburgh/565-lucia-rd-pittsburgh-pa-15221--1005961206,38,11,Pittsburgh,PA,565 lucia rd pittsburgh pa 15221,565 lucia rd pittsburgh pa 15221,1,0
484 Diablo Dr,15241,40.30442,-80.07265,https://www.trulia.com/p/pa/pittsburgh/484-diablo-dr-pittsburgh-pa-15241--2014306069,38,12,Pittsburgh,PA,484 diablo dr pittsburgh pa 15241,484 diablo dr pittsburgh pa 15241,1,0
521 Indus St,15207,40.415268,-79.93537,https://www.trulia.com/p/pa/pittsburgh/521-indus-st-pittsburgh-pa-15207--2014076166,38,13,Pittsburgh,PA,521 indus st pittsburgh pa 15207,521 indus st pittsburgh pa 15207,1,0
5545 Forbes Ave #G,15217,40.438347,-79.929085,https://www.trulia.com/p/pa/pittsburgh/5545-forbes-ave-g-pittsburgh-pa-15217--2014151138,38,14,Pittsburgh,PA,5545 forbes ave g pittsburgh pa 15217,5545 forbes ave g pittsburgh pa 15217,1,0
224 Teece Ave,15202,40.49531,-80.04944,https://www.trulia.com/p/pa/pittsburgh/224-teece-ave-pittsburgh-pa-15202--2014039905,38,15,Pittsburgh,PA,224 teece ave pittsburgh pa 15202,224 teece ave pittsburgh pa 15202,1,0
118 Kaufmann Ave,15227,40.370342,-79.97728,https://www.trulia.com/p/pa/pittsburgh/118-kaufmann-ave-pittsburgh-pa-15227--2196347108,38,16,Pittsburgh,PA,118 kaufmann ave pittsburgh pa 15227,118 kaufmann ave pittsburgh pa 15227,1,0
50 Rose Leaf Rd,15220,40.39803,-80.07017,https://www.trulia.com/p/pa/pittsburgh/50-rose-leaf-rd-pittsburgh-pa-15220--2014173597,38,17,Pittsburgh,PA,50 rose leaf rd pittsburgh pa 15220,50 rose leaf rd pittsburgh pa 15220,1,0
153 Kilmer St,15221,40.457897,-79.872856,https://www.trulia.com/p/pa/pittsburgh/153-kilmer-st-pittsburgh-pa-15221--2014179237,38,18,Pittsburgh,PA,153 kilmer st pittsburgh pa 15221,153 kilmer st pittsburgh pa 15221,1,0
108 Walnut Ridge Dr,15238,40.54996,-79.88592,https://www.trulia.com/p/pa/pittsburgh/108-walnut-ridge-dr-pittsburgh-pa-15238--2014284958,38,19,Pittsburgh,PA,108 walnut ridge dr pittsburgh pa 15238,108 walnut ridge dr pittsburgh pa 15238,1,0
1472 Loretta Dr,15235,40.49041,-79.80022,https://www.trulia.com/p/pa/pittsburgh/1472-loretta-dr-pittsburgh-pa-15235--2014242492,38,20,Pittsburgh,PA,1472 loretta dr pittsburgh pa 15235,1472 loretta dr pittsburgh pa 15235,1,0
4714 McKee Dr,15236,40.349323,-80.00723,https://www.trulia.com/p/pa/pittsburgh/4714-mckee-dr-pittsburgh-pa-15236--2014261160,38,21,Pittsburgh,PA,4714 mckee dr pittsburgh pa 15236,4714 mckee dr pittsburgh pa 15236,1,0
168 Conneaut Dr,15239,40.467728,-79.70983,https://www.trulia.com/p/pa/pittsburgh/168-conneaut-dr-pittsburgh-pa-15239--2014292085,38,22,Pittsburgh,PA,168 conneaut dr pittsburgh pa 15239,168 conneaut dr pittsburgh pa 15239,1,0
1466 Crafton Blvd,15205,40.437675,-80.058014,https://www.trulia.com/p/pa/pittsburgh/1466-crafton-blvd-pittsburgh-pa-15205--1041964378,38,23,Pittsburgh,PA,1466 crafton blvd pittsburgh pa 15205,1466 crafton blvd pittsburgh pa 15205,1,0
354 Lamont Pl,15232,40.455643,-79.92711,https://www.trulia.com/p/pa/pittsburgh/354-lamont-pl-pittsburgh-pa-15232--2163169459,38,24,Pittsburgh,PA,354 lamont pl pittsburgh pa 15232,354 lamont pl pittsburgh pa 15232,1,0
438 Valleyview Dr,15215,40.513294,-79.93079,https://www.trulia.com/p/pa/pittsburgh/438-valleyview-dr-pittsburgh-pa-15215--2197560714,38,25,Pittsburgh,PA,438 valleyview dr pittsburgh pa 15215,438 valleyview dr pittsburgh pa 15215,1,0
340 Orchard Spring Rd,15220,40.39401,-80.06888,https://www.trulia.com/p/pa/pittsburgh/340-orchard-spring-rd-pittsburgh-pa-15220--2014173103,38,26,Pittsburgh,PA,340 orchard spring rd pittsburgh pa 15220,340 orchard spring rd pittsburgh pa 15220,1,0
449 Dover Dr,15238,40.532227,-79.85461,https://www.trulia.com/p/pa/pittsburgh/449-dover-dr-pittsburgh-pa-15238--2014288682,38,27,Pittsburgh,PA,449 dover dr pittsburgh pa 15238,449 dover dr pittsburgh pa 15238,1,0
5153 Elmwood Dr,15227,40.357185,-79.95868,https://www.trulia.com/p/pa/pittsburgh/5153-elmwood-dr-pittsburgh-pa-15227--1002632465,38,28,Pittsburgh,PA,5153 elmwood dr pittsburgh pa 15227,5153 elmwood dr pittsburgh pa 15227,1,0
5131 Delford St,15207,40.370922,-79.9113,https://www.trulia.com/p/pa/pittsburgh/5131-delford-st-pittsburgh-pa-15207--2014075920,38,29,Pittsburgh,PA,5131 delford st pittsburgh pa 15207,5131 delford st pittsburgh pa 15207,1,0
4821 Barone Dr,15227,40.35925,-79.97271,https://www.trulia.com/p/pa/pittsburgh/4821-barone-dr-pittsburgh-pa-15227--2014214399,39,3,Pittsburgh,PA,4821 barone dr pittsburgh pa 15227,4821 barone dr pittsburgh pa 15227,1,0
126 Dunlap St,15214,40.486435,-80.01362,https://www.trulia.com/p/pa/pittsburgh/126-dunlap-st-pittsburgh-pa-15214--1043842477,39,4,Pittsburgh,PA,126 dunlap st pittsburgh pa 15214,126 dunlap st pittsburgh pa 15214,1,0
4433 Schenley Farms Ter,15213,40.451897,-79.95494,https://www.trulia.com/p/pa/pittsburgh/4433-schenley-farms-ter-pittsburgh-pa-15213--2014123721,39,5,Pittsburgh,PA,4433 schenley farms ter pittsburgh pa 15213,4433 schenley farms ter pittsburgh pa 15213,1,0
104 Point Vue Dr,15237,40.551018,-80.0495,https://www.trulia.com/p/pa/pittsburgh/104-point-vue-dr-pittsburgh-pa-15237--2014267532,39,6,Pittsburgh,PA,104 point vue dr pittsburgh pa 15237,104 point vue dr pittsburgh pa 15237,1,0
2053 Spring Hill Rd,15243,40.36855,-80.091995,https://www.trulia.com/p/pa/pittsburgh/2053-spring-hill-rd-pittsburgh-pa-15243--2014309001,39,7,Pittsburgh,PA,2053 spring hill rd pittsburgh pa 15243,2053 spring hill rd pittsburgh pa 15243,1,0
227 S Home Ave #203,15202,40.49649,-80.06329,https://www.trulia.com/p/pa/pittsburgh/227-s-home-ave-203-pittsburgh-pa-15202--2089351630,39,8,Pittsburgh,PA,227 s home ave 203 pittsburgh pa 15202,227 s home ave 203 pittsburgh pa 15202,1,0
431 Natchez St,15211,40.42769,-80.01256,https://www.trulia.com/p/pa/pittsburgh/431-natchez-st-pittsburgh-pa-15211--1118805430,39,9,Pittsburgh,PA,431 natchez st pittsburgh pa 15211,431 natchez st pittsburgh pa 15211,1,0
319 Suncrest St,15210,40.411293,-79.99409,https://www.trulia.com/p/pa/pittsburgh/319-suncrest-st-pittsburgh-pa-15210--2014096873,39,10,Pittsburgh,PA,319 suncrest st pittsburgh pa 15210,319 suncrest st pittsburgh pa 15210,1,0
9002 Oak St,15239,40.498547,-79.7269,https://www.trulia.com/p/pa/pittsburgh/9002-oak-st-pittsburgh-pa-15239--2014298515,39,11,Pittsburgh,PA,9002 oak st pittsburgh pa 15239,9002 oak st pittsburgh pa 15239,1,0
1626 Red Mill Dr,15241,40.32208,-80.09123,https://www.trulia.com/p/pa/pittsburgh/1626-red-mill-dr-pittsburgh-pa-15241--2014301392,39,12,Pittsburgh,PA,1626 red mill dr pittsburgh pa 15241,1626 red mill dr pittsburgh pa 15241,1,0
991 Illinois Ave,15221,40.422386,-79.871506,https://www.trulia.com/p/pa/pittsburgh/991-illinois-ave-pittsburgh-pa-15221--2014188967,39,13,Pittsburgh,PA,991 illinois ave pittsburgh pa 15221,991 illinois ave pittsburgh pa 15221,1,0
135 Van Wyck Ave,15227,40.37348,-79.97786,https://www.trulia.com/p/pa/pittsburgh/135-van-wyck-ave-pittsburgh-pa-15227--2014206767,39,14,Pittsburgh,PA,135 van wyck ave pittsburgh pa 15227,135 van wyck ave pittsburgh pa 15227,1,0
5030 5th Ave #212,15232,40.4472,-79.94065,https://www.trulia.com/p/pa/pittsburgh/5030-5th-ave-212-pittsburgh-pa-15232--2014228822,39,15,Pittsburgh,PA,5030 5th ave 212 pittsburgh pa 15232,5030 5th ave 212 pittsburgh pa 15232,1,0
215 Woodbridge Dr,15237,40.51701,-79.99047,https://www.trulia.com/p/pa/pittsburgh/215-woodbridge-dr-pittsburgh-pa-15237--2014274099,39,16,Pittsburgh,PA,215 woodbridge dr pittsburgh pa 15237,215 woodbridge dr pittsburgh pa 15237,1,0
534 Willard Ave,15205,40.43193,-80.058525,https://www.trulia.com/p/pa/pittsburgh/534-willard-ave-pittsburgh-pa-15205--2014059119,39,17,Pittsburgh,PA,534 willard ave pittsburgh pa 15205,534 willard ave pittsburgh pa 15205,1,0
428 Portia Dr,15236,40.342644,-79.999084,https://www.trulia.com/p/pa/pittsburgh/428-portia-dr-pittsburgh-pa-15236--2014260130,39,18,Pittsburgh,PA,428 portia dr pittsburgh pa 15236,428 portia dr pittsburgh pa 15236,1,0
1228 Beechwood Blvd,15206,40.447567,-79.91929,https://www.trulia.com/p/pa/pittsburgh/1228-beechwood-blvd-pittsburgh-pa-15206--2014062163,39,19,Pittsburgh,PA,1228 beechwood blvd pittsburgh pa 15206,1228 beechwood blvd pittsburgh pa 15206,1,0
1301 Chartwell Dr,15241,40.345966,-80.09194,https://www.trulia.com/p/pa/pittsburgh/1301-chartwell-dr-pittsburgh-pa-15241--2014300096,39,20,Pittsburgh,PA,1301 chartwell dr pittsburgh pa 15241,1301 chartwell dr pittsburgh pa 15241,1,0
533 Haverhill Rd,15228,40.377945,-80.02083,https://www.trulia.com/p/pa/pittsburgh/533-haverhill-rd-pittsburgh-pa-15228--2014220967,39,21,Pittsburgh,PA,533 haverhill rd pittsburgh pa 15228,533 haverhill rd pittsburgh pa 15228,1,0
1505 Eleanor St,15210,40.417774,-79.97267,https://www.trulia.com/p/pa/pittsburgh/1505-eleanor-st-pittsburgh-pa-15210--2014091181,39,22,Pittsburgh,PA,1505 eleanor st pittsburgh pa 15210,1505 eleanor st pittsburgh pa 15210,1,0
4837 Oakridge Dr,15227,40.359444,-79.97125,https://www.trulia.com/p/pa/pittsburgh/4837-oakridge-dr-pittsburgh-pa-15227--2014214447,39,23,Pittsburgh,PA,4837 oakridge dr pittsburgh pa 15227,4837 oakridge dr pittsburgh pa 15227,1,0
114 Maple Ter,15211,40.431976,-80.008736,https://www.trulia.com/p/pa/pittsburgh/114-maple-ter-pittsburgh-pa-15211--2014101779,39,24,Pittsburgh,PA,114 maple ter pittsburgh pa 15211,114 maple ter pittsburgh pa 15211,1,0
442 Boggs Ave,15211,40.42313,-80.01008,https://www.trulia.com/p/pa/pittsburgh/442-boggs-ave-pittsburgh-pa-15211--2014105263,39,25,Pittsburgh,PA,442 boggs ave pittsburgh pa 15211,442 boggs ave pittsburgh pa 15211,1,0
3210 Broadway Ave,15234,40.369926,-80.00648,https://www.trulia.com/p/pa/pittsburgh/3210-broadway-ave-pittsburgh-pa-15234--2014235122,39,26,Pittsburgh,PA,3210 broadway ave pittsburgh pa 15234,3210 broadway ave pittsburgh pa 15234,1,0
4017 Edge Rd,15227,40.36434,-79.97732,https://www.trulia.com/p/pa/pittsburgh/4017-edge-rd-pittsburgh-pa-15227--2014213219,39,27,Pittsburgh,PA,4017 edge rd pittsburgh pa 15227,4017 edge rd pittsburgh pa 15227,1,0
45 Home Ave,15205,40.43358,-80.07359,https://www.trulia.com/p/pa/pittsburgh/45-home-ave-pittsburgh-pa-15205--2014058520,39,28,Pittsburgh,PA,45 home ave pittsburgh pa 15205,45 home ave pittsburgh pa 15205,1,0
218 Oak Ln,15225,40.51696,-80.14494,https://www.trulia.com/p/pa/pittsburgh/218-oak-ln-pittsburgh-pa-15225--2014198599,39,29,Pittsburgh,PA,218 oak ln pittsburgh pa 15225,218 oak ln pittsburgh pa 15225,1,0
141 E Bruceton Rd,15236,40.3339,-79.95857,https://www.trulia.com/p/pa/pittsburgh/141-e-bruceton-rd-pittsburgh-pa-15236--2089366086,40,0,Pittsburgh,PA,141 e bruceton rd pittsburgh pa 15236,141 e bruceton rd pittsburgh pa 15236,1,0
511 Behring St,15203,40.42557,-79.99011,https://www.trulia.com/p/pa/pittsburgh/511-behring-st-pittsburgh-pa-15203--2123661162,40,1,Pittsburgh,PA,511 behring st pittsburgh pa 15203,511 behring st pittsburgh pa 15203,1,0
836 Crucible St,15220,40.44278,-80.04065,https://www.trulia.com/p/pa/pittsburgh/836-crucible-st-pittsburgh-pa-15220--2014174737,40,13,Pittsburgh,PA,836 crucible st pittsburgh pa 15220,836 crucible st pittsburgh pa 15220,1,0
104 Mitchell Dr,15241,40.35392,-80.05426,https://www.trulia.com/p/pa/pittsburgh/104-mitchell-dr-pittsburgh-pa-15241--2014299186,40,14,Pittsburgh,PA,104 mitchell dr pittsburgh pa 15241,104 mitchell dr pittsburgh pa 15241,1,0
1733 Main St,15215,40.49447,-79.92201,https://www.trulia.com/p/pa/pittsburgh/1733-main-st-pittsburgh-pa-15215--2014133282,40,16,Pittsburgh,PA,1733 main st pittsburgh pa 15215,1733 main st pittsburgh pa 15215,1,0
212 N Jackson Ave,15202,40.50247,-80.05649,https://www.trulia.com/p/pa/pittsburgh/212-n-jackson-ave-pittsburgh-pa-15202--1150590408,40,17,Pittsburgh,PA,212 n jackson ave pittsburgh pa 15202,212 n jackson ave pittsburgh pa 15202,1,0
5 Bayard Rd #502,15213,40.452618,-79.942314,https://www.trulia.com/p/pa/pittsburgh/5-bayard-rd-502-pittsburgh-pa-15213--2014124457,40,18,Pittsburgh,PA,5 bayard rd 502 pittsburgh pa 15213,5 bayard rd 502 pittsburgh pa 15213,1,0
367 Barclay Ave,15221,40.424557,-79.844475,https://www.trulia.com/p/pa/pittsburgh/367-barclay-ave-pittsburgh-pa-15221--2014183274,40,19,Pittsburgh,PA,367 barclay ave pittsburgh pa 15221,367 barclay ave pittsburgh pa 15221,1,0
4783 Doyle Rd,15227,40.359196,-79.97395,https://www.trulia.com/p/pa/pittsburgh/4783-doyle-rd-pittsburgh-pa-15227--2014214288,40,20,Pittsburgh,PA,4783 doyle rd pittsburgh pa 15227,4783 doyle rd pittsburgh pa 15227,1,0
2029 Termon Ave,15212,40.4828,-80.045685,https://www.trulia.com/p/pa/pittsburgh/2029-termon-ave-pittsburgh-pa-15212--1013627844,40,21,Pittsburgh,PA,2029 termon ave pittsburgh pa 15212,2029 termon ave pittsburgh pa 15212,1,0
3133 Broadway Ave,15234,40.370598,-80.004005,https://www.trulia.com/p/pa/pittsburgh/3133-broadway-ave-pittsburgh-pa-15234--1118152130,40,22,Pittsburgh,PA,3133 broadway ave pittsburgh pa 15234,3133 broadway ave pittsburgh pa 15234,1,0
348 Birch Ave,15228,40.37695,-80.03568,https://www.trulia.com/p/pa/pittsburgh/348-birch-ave-pittsburgh-pa-15228--2014219707,40,23,Pittsburgh,PA,348 birch ave pittsburgh pa 15228,348 birch ave pittsburgh pa 15228,1,0
137 Villa Dr,15214,40.49415,-79.999916,https://www.trulia.com/p/pa/pittsburgh/137-villa-dr-pittsburgh-pa-15214--2014125675,40,24,Pittsburgh,PA,137 villa dr pittsburgh pa 15214,137 villa dr pittsburgh pa 15214,1,0
43 Estella Ave,15211,40.42429,-80.000824,https://www.trulia.com/p/pa/pittsburgh/43-estella-ave-pittsburgh-pa-15211--2014105223,40,25,Pittsburgh,PA,43 estella ave pittsburgh pa 15211,43 estella ave pittsburgh pa 15211,1,0
358 Lamarido St,15226,40.40011,-80.015976,https://www.trulia.com/p/pa/pittsburgh/358-lamarido-st-pittsburgh-pa-15226--1118426406,40,26,Pittsburgh,PA,358 lamarido st pittsburgh pa 15226,358 lamarido st pittsburgh pa 15226,1,0
2331 Eldridge St,15217,40.430626,-79.92217,https://www.trulia.com/p/pa/pittsburgh/2331-eldridge-st-pittsburgh-pa-15217--2014148369,40,27,Pittsburgh,PA,2331 eldridge st pittsburgh pa 15217,2331 eldridge st pittsburgh pa 15217,1,0
704 Decatur Ave,15221,40.41875,-79.843544,https://www.trulia.com/p/pa/pittsburgh/704-decatur-ave-pittsburgh-pa-15221--1010610998,40,28,Pittsburgh,PA,704 decatur ave pittsburgh pa 15221,704 decatur ave pittsburgh pa 15221,1,0
